major,course,year,year2,rythm,erasmus,gender,grade
M2 CCA,Financial markets,2017-2018,2017,FI,0,F,10.8
M2 CCA,Financial markets,2017-2018,2017,FI,0,M,14.7
M2 CCA,Financial markets,2017-2018,2017,FI,0,F,14.7
M2 CCA,Financial markets,2017-2018,2017,FI,0,M,14.2
M2 CCA,Financial markets,2017-2018,2017,FI,0,F,14.3
M2 CCA,Financial markets,2017-2018,2017,FI,0,F,9.5
M2 CCA,Financial markets,2017-2018,2017,FI,0,M,16.4
M2 CCA,Financial markets,2017-2018,2017,FI,0,F,17.9
M2 CCA,Financial markets,2017-2018,2017,FI,0,F,9.4
M2 CCA,Financial markets,2017-2018,2017,FI,0,F,14.0
M2 CCA,Financial markets,2017-2018,2017,FI,0,F,13.6
M2 CCA,Financial markets,2017-2018,2017,FI,0,M,17.6
M2 CCA,Financial markets,2017-2018,2017,FI,0,M,16.8
M2 CCA,Financial markets,2017-2018,2017,FI,0,M,17.0
M2 CCA,Financial markets,2017-2018,2017,FI,0,M,14.1
M2 CCA,Financial markets,2017-2018,2017,FI,0,F,15.8
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,F,11.3
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,F,13.7
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,M,8.5
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,M,2.0
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,M,6.5
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,M,10.6
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,M,10.4
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,M,3.5
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,M,6.5
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,M,5.2
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,M,8.5
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,M,7.6
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,M,8.5
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,M,3.5
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,M,12.5
M2 Portfolio management,Applied econometrics,2017-2018,2017,FA,0,M,6.5
L3 GE,Statistics,2018-2019,2018,FA,0,F,7.4
L3 GE,Statistics,2018-2019,2018,FA,0,F,8.2
L3 GE,Statistics,2018-2019,2018,FA,0,M,3.0
L3 GE,Statistics,2018-2019,2018,FA,0,F,8.4
L3 GE,Statistics,2018-2019,2018,FA,0,F,6.8
L3 GE,Statistics,2018-2019,2018,FA,0,F,4.7
L3 GE,Statistics,2018-2019,2018,FA,0,M,3.9
L3 GE,Statistics,2018-2019,2018,FA,0,F,9.8
L3 GE,Statistics,2018-2019,2018,FA,0,M,3.6
L3 GE,Statistics,2018-2019,2018,FA,0,M,2.3
L3 GE,Statistics,2018-2019,2018,FA,0,M,4.6
L3 GE,Statistics,2018-2019,2018,FA,0,M,4.7
L3 GE,Statistics,2018-2019,2018,FA,0,F,8.7
L3 GE,Statistics,2018-2019,2018,FA,0,F,13.2
L3 GE,Statistics,2018-2019,2018,FA,0,F,4.4
L3 GE,Statistics,2018-2019,2018,FA,0,F,10.7
L3 GE,Statistics,2018-2019,2018,FA,0,M,3.1
L3 GE,Statistics,2018-2019,2018,FA,0,F,5.1
L3 GE,Statistics,2018-2019,2018,FA,0,M,9.3
L3 GE,Statistics,2018-2019,2018,FA,0,F,4.4
L3 GE,Statistics,2018-2019,2018,FA,0,M,14.5
L3 GE,Statistics,2018-2019,2018,FA,0,F,5.3
L3 GE,Statistics,2018-2019,2018,FA,0,F,1.1
L3 GE,Statistics,2018-2019,2018,FA,0,F,9.0
L3 GE,Statistics,2018-2019,2018,FA,0,M,5.0
L3 GE,Statistics,2018-2019,2018,FA,0,F,5.9
L3 GE,Statistics,2018-2019,2018,FA,0,F,4.8
L3 GE,Statistics,2018-2019,2018,FA,0,F,13.5
L3 GE,Statistics,2018-2019,2018,FA,0,M,3.6
L3 GE,Statistics,2018-2019,2018,FA,0,F,5.3
L3 GE,Statistics,2018-2019,2018,FA,0,F,8.6
L3 GE,Statistics,2018-2019,2018,FA,0,F,15.2
L3 GE,Statistics,2018-2019,2018,FA,0,F,7.9
L3 GE,Statistics,2018-2019,2018,FA,0,M,5.5
L3 GE,Statistics,2018-2019,2018,FA,0,M,11.3
L3 GE,Statistics,2018-2019,2018,FA,0,F,10.8
L3 GE,Statistics,2018-2019,2018,FA,0,F,16.9
L3 GE,Statistics,2018-2019,2018,FA,0,M,4.9
L3 GE,Statistics,2018-2019,2018,FA,0,M,3.7
L3 GE,Statistics,2018-2019,2018,FA,0,M,11.7
L3 GE,Statistics,2018-2019,2018,FA,0,F,7.3
L3 GE,Statistics,2018-2019,2018,FA,0,F,3.2
L3 GE,Statistics,2018-2019,2018,FA,0,F,10.2
L3 GE,Statistics,2018-2019,2018,FA,0,M,7.5
L3 GE,Statistics,2018-2019,2018,FI,0,F,7.0
L3 GE,Statistics,2018-2019,2018,FI,0,M,10.6
L3 GE,Statistics,2018-2019,2018,FI,0,M,9.6
L3 GE,Statistics,2018-2019,2018,FI,0,M,6.8
L3 GE,Statistics,2018-2019,2018,FI,0,F,3.6
L3 GE,Statistics,2018-2019,2018,FI,0,M,9.0
L3 GE,Statistics,2018-2019,2018,FI,0,M,11.6
L3 GE,Statistics,2018-2019,2018,FI,0,M,11.4
L3 GE,Statistics,2018-2019,2018,FI,0,F,0.0
L3 GE,Statistics,2018-2019,2018,FI,0,M,11.8
L3 GE,Statistics,2018-2019,2018,FI,0,M,15.0
L3 GE,Statistics,2018-2019,2018,FI,0,M,13.0
L3 GE,Statistics,2018-2019,2018,FI,0,M,11.2
L3 GE,Statistics,2018-2019,2018,FI,0,M,15.2
L3 GE,Statistics,2018-2019,2018,FI,0,M,11.0
L3 GE,Statistics,2018-2019,2018,FI,0,M,16.4
L3 GE,Statistics,2018-2019,2018,FI,0,F,5.8
L3 GE,Statistics,2018-2019,2018,FI,0,M,4.4
L3 GE,Statistics,2018-2019,2018,FI,0,F,9.2
L3 GE,Statistics,2018-2019,2018,FI,0,F,11.8
L3 GE,Statistics,2018-2019,2018,FI,0,M,9.6
L3 GE,Statistics,2018-2019,2018,FI,0,F,6.4
L3 GE,Statistics,2018-2019,2018,FI,0,F,4.6
L3 GE,Statistics,2018-2019,2018,FI,0,F,14.4
L3 GE,Statistics,2018-2019,2018,FI,0,M,1.2
L3 GE,Statistics,2018-2019,2018,FI,0,M,7.0
L3 GE,Statistics,2018-2019,2018,FI,0,F,7.8
L3 GE,Statistics,2018-2019,2018,FI,0,F,5.6
L3 GE,Statistics,2018-2019,2018,FI,0,F,16.0
L3 GE,Statistics,2018-2019,2018,FI,0,F,6.6
L3 GE,Statistics,2018-2019,2018,FI,0,F,4.6
L3 GE,Statistics,2018-2019,2018,FI,0,M,12.6
L3 GE,Statistics,2018-2019,2018,FI,0,F,10.2
L3 GE,Statistics,2018-2019,2018,FI,0,M,12.0
L3 MI,Statistics,2018-2019,2018,FI,0,M,6.2
L3 MI,Statistics,2018-2019,2018,FI,0,F,1.2
L3 MI,Statistics,2018-2019,2018,FI,0,M,4.8
L3 MI,Statistics,2018-2019,2018,FI,0,F,16.9
L3 MI,Statistics,2018-2019,2018,FI,0,M,3.8
L3 MI,Statistics,2018-2019,2018,FI,0,F,7.6
L3 MI,Statistics,2018-2019,2018,FI,0,F,6.4
L3 MI,Statistics,2018-2019,2018,FI,0,F,1.2
L3 MI,Statistics,2018-2019,2018,FI,0,M,4.9
L3 MI,Statistics,2018-2019,2018,FI,0,F,12.4
L3 MI,Statistics,2018-2019,2018,FI,0,M,0.4
L3 MI,Statistics,2018-2019,2018,FI,0,F,13.4
L3 MI,Statistics,2018-2019,2018,FI,0,M,0.4
L3 MI,Statistics,2018-2019,2018,FI,0,F,5.4
L3 MI,Statistics,2018-2019,2018,FI,0,M,6.8
L3 MI,Statistics,2018-2019,2018,FI,1,M,14.0
L3 MI,Statistics,2018-2019,2018,FI,1,F,5.2
L3 MI,Statistics,2018-2019,2018,FI,1,F,3.4
L3 MI,Statistics,2018-2019,2018,FI,1,M,12.8
L3 MI,Statistics,2018-2019,2018,FI,1,F,0.4
L3 MI,Statistics,2018-2019,2018,FI,1,F,0.0
L3 MI,Statistics,2018-2019,2018,FI,1,M,4.0
L3 MI,Statistics,2018-2019,2018,FI,1,F,1.8
L3 MI,Statistics,2018-2019,2018,FI,0,M,6.2
L3 MI,Statistics,2018-2019,2018,FI,0,F,11.6
L3 MI,Statistics,2018-2019,2018,FI,0,F,1.2
L3 MI,Statistics,2018-2019,2018,FI,0,F,13.4
L3 MI,Statistics,2018-2019,2018,FI,0,M,4.8
L3 MI,Statistics,2018-2019,2018,FI,0,F,16.9
L3 MI,Statistics,2018-2019,2018,FI,0,M,3.8
L3 MI,Statistics,2018-2019,2018,FI,0,F,7.6
L3 MI,Statistics,2018-2019,2018,FI,0,F,6.4
L3 MI,Statistics,2018-2019,2018,FI,0,F,13.0
L3 MI,Statistics,2018-2019,2018,FI,0,F,1.2
L3 MI,Statistics,2018-2019,2018,FI,0,M,4.9
L3 MI,Statistics,2018-2019,2018,FI,0,F,14.0
L3 MI,Statistics,2018-2019,2018,FI,0,F,12.4
L3 MI,Statistics,2018-2019,2018,FI,0,M,0.4
L3 MI,Statistics,2018-2019,2018,FI,0,F,12.2
L3 MI,Statistics,2018-2019,2018,FI,0,F,13.4
L3 MI,Statistics,2018-2019,2018,FI,0,F,14.0
L3 MI,Statistics,2018-2019,2018,FI,0,M,0.4
L3 MI,Statistics,2018-2019,2018,FI,0,F,15.2
L3 MI,Statistics,2018-2019,2018,FI,0,M,12.0
L3 MI,Statistics,2018-2019,2018,FI,0,F,5.4
L3 MI,Statistics,2018-2019,2018,FI,0,M,6.8
L3 MI,Statistics,2018-2019,2018,FI,1,M,14.0
L3 MI,Statistics,2018-2019,2018,FI,1,F,5.2
L3 MI,Statistics,2018-2019,2018,FI,1,F,3.4
L3 MI,Statistics,2018-2019,2018,FI,1,M,12.8
L3 MI,Statistics,2018-2019,2018,FI,1,F,0.4
L3 MI,Statistics,2018-2019,2018,FI,1,F,0.0
L3 MI,Statistics,2018-2019,2018,FI,1,M,4.0
L3 MI,Statistics,2018-2019,2018,FI,1,F,1.8
L3 MI,Statistics,2018-2019,2018,FI,1,M,15.2
L3 MI,Statistics,2018-2019,2018,FI,1,F,11.0
L3 MI,Statistics,2018-2019,2018,FI,1,F,16.8
L3 MI,Statistics,2018-2019,2018,FI,1,F,8.8
L3 MI,Statistics,2018-2019,2018,FI,1,F,7.6
L3 MI,Statistics,2018-2019,2018,FI,1,F,6.0
L3 MI,Statistics,2018-2019,2018,FI,1,M,9.2
L3 MI,Statistics,2018-2019,2018,FI,1,M,11.0
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,F,18.0
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,F,18.0
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,F,18.0
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,F,18.0
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,M,15.8
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,M,15.8
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,M,15.8
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,F,10.0
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,M,15.8
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,M,17.6
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,M,13.2
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,M,17.6
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,F,13.2
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,M,13.2
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,F,13.2
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FA,0,M,15.8
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,M,15.0
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,M,15.0
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FA,0,M,15.2
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,M,15.0
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,F,15.0
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FA,0,M,15.8
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,M,15.0
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,M,15.0
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FA,0,M,15.6
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,M,15.0
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FI,0,M,15.0
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FA,0,M,15.6
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FA,0,M,16.2
M1 Finance,Financial modeling using Excel and VBA,2018-2019,2018,FA,0,M,15.8
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,7.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,12.0
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,F,4.0
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,10.0
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,2.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,1.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,7.0
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,13.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,13.0
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,F,13.0
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,7.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,7.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,F,6.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,13.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,F,8.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,6.0
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,F,5.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,3.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,5.0
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,12.0
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,7.0
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,10.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,1.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,F,13.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,F,10.0
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,F,10.0
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,14.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,F,16.0
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,F,9.5
M2 Portfolio management,Applied econometrics,2018-2019,2018,FA,0,M,8.5
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,6.0
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,1.0
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,7.6
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,2.3
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,10.1
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,13.8
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,F,5.8
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,16.0
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,6.7
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,F,9.8
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,F,17.7
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,7.2
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,0.6
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,12.1
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,F,12.1
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,1.4
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,F,12.0
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,6.7
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,4.2
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,1.8
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,5.3
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,3.0
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,0.0
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,5.3
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,3.9
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,2.9
M2 Portfolio management,Applied econometrics,2019-2020,2019,FA,0,M,11.7
L3 MI,Statistics,2019-2020,2019,FI,0,F,15.6
L3 MI,Statistics,2019-2020,2019,FI,0,F,16.6
L3 MI,Statistics,2019-2020,2019,FI,0,F,10.5
L3 MI,Statistics,2019-2020,2019,FI,0,F,8.7
L3 MI,Statistics,2019-2020,2019,FI,0,F,8.0
L3 MI,Statistics,2019-2020,2019,FI,0,F,17.1
L3 MI,Statistics,2019-2020,2019,FI,0,M,5.9
L3 MI,Statistics,2019-2020,2019,FI,0,M,10.4
L3 MI,Statistics,2019-2020,2019,FI,0,F,13.3
L3 MI,Statistics,2019-2020,2019,FI,0,F,17.5
L3 MI,Statistics,2019-2020,2019,FI,0,F,9.3
L3 MI,Statistics,2019-2020,2019,FI,0,F,10.8
L3 MI,Statistics,2019-2020,2019,FI,0,M,6.8
L3 MI,Statistics,2019-2020,2019,FI,0,M,7.9
L3 MI,Statistics,2019-2020,2019,FI,0,F,4.0
L3 MI,Statistics,2019-2020,2019,FI,0,F,7.1
L3 MI,Statistics,2019-2020,2019,FI,0,M,18.1
L3 MI,Statistics,2019-2020,2019,FI,1,M,10.0
L3 MI,Statistics,2019-2020,2019,FI,1,M,15.3
L3 MI,Statistics,2019-2020,2019,FI,1,F,13.4
L3 MI,Statistics,2019-2020,2019,FI,0,F,15.4
L3 MI,Statistics,2019-2020,2019,FI,0,F,17.4
L3 MI,Statistics,2019-2020,2019,FI,0,M,11.2
L3 MI,Statistics,2019-2020,2019,FI,0,M,10.4
L3 MI,Statistics,2019-2020,2019,FI,0,F,11.4
L3 MI,Statistics,2019-2020,2019,FI,0,F,12.2
L3 MI,Statistics,2019-2020,2019,FI,0,M,14.4
L3 MI,Statistics,2019-2020,2019,FI,0,F,9.4
L3 MI,Statistics,2019-2020,2019,FI,0,F,14.2
L3 MI,Statistics,2019-2020,2019,FI,1,M,17.0
L3 MI,Statistics,2019-2020,2019,FI,1,F,0.0
L3 MI,Statistics,2019-2020,2019,FI,1,M,12.0
L3 MI,Statistics,2019-2020,2019,FI,1,F,15.0
L3 GE,Statistics,2019-2020,2019,FA,0,M,3.6
L3 GE,Statistics,2019-2020,2019,FA,0,M,4.2
L3 GE,Statistics,2019-2020,2019,FA,0,M,9.0
L3 GE,Statistics,2019-2020,2019,FA,0,F,4.5
L3 GE,Statistics,2019-2020,2019,FA,0,M,4.2
L3 GE,Statistics,2019-2020,2019,FA,0,F,9.0
L3 GE,Statistics,2019-2020,2019,FA,0,F,12.0
L3 GE,Statistics,2019-2020,2019,FA,0,M,13.2
L3 GE,Statistics,2019-2020,2019,FA,0,M,9.0
L3 GE,Statistics,2019-2020,2019,FA,0,F,4.5
L3 GE,Statistics,2019-2020,2019,FA,0,M,3.6
L3 GE,Statistics,2019-2020,2019,FA,0,F,3.9
L3 GE,Statistics,2019-2020,2019,FA,0,M,3.6
L3 GE,Statistics,2019-2020,2019,FA,0,F,3.6
L3 GE,Statistics,2019-2020,2019,FA,0,F,3.9
L3 GE,Statistics,2019-2020,2019,FA,0,F,9.0
L3 GE,Statistics,2019-2020,2019,FA,0,F,9.0
L3 GE,Statistics,2019-2020,2019,FA,0,F,7.2
L3 GE,Statistics,2019-2020,2019,FA,0,M,7.2
L3 GE,Statistics,2019-2020,2019,FA,0,F,3.6
L3 GE,Statistics,2019-2020,2019,FA,0,M,12.0
L3 GE,Statistics,2019-2020,2019,FA,0,F,9.2
L3 GE,Statistics,2019-2020,2019,FA,0,F,3.6
L3 GE,Statistics,2019-2020,2019,FA,0,F,3.9
L3 GE,Statistics,2019-2020,2019,FA,0,F,4.5
L3 GE,Statistics,2019-2020,2019,FA,0,M,14.3
L3 GE,Statistics,2019-2020,2019,FA,0,M,11.7
L3 GE,Statistics,2019-2020,2019,FA,0,F,10.8
L3 GE,Statistics,2019-2020,2019,FA,0,F,9.0
L3 GE,Statistics,2019-2020,2019,FA,0,F,14.3
L3 GE,Statistics,2019-2020,2019,FA,0,M,14.3
L3 GE,Statistics,2019-2020,2019,FA,0,F,3.6
L3 GE,Statistics,2019-2020,2019,FA,0,F,10.8
L3 GE,Statistics,2019-2020,2019,FA,0,F,7.3
L3 GE,Statistics,2019-2020,2019,FA,0,M,9.6
L3 GE,Statistics,2019-2020,2019,FA,0,M,9.0
L3 GE,Statistics,2019-2020,2019,FA,0,F,10.2
L3 GE,Statistics,2019-2020,2019,FA,0,M,9.0
L3 GE,Statistics,2019-2020,2019,FA,0,M,8.7
L3 GE,Statistics,2019-2020,2019,FA,0,F,10.2
L3 GE,Statistics,2019-2020,2019,FA,0,M,8.7
L3 GE,Statistics,2019-2020,2019,FA,0,F,9.0
L3 GE,Statistics,2019-2020,2019,FA,0,F,10.2
L3 GE,Statistics,2019-2020,2019,FA,0,F,11.7
L3 GE,Statistics,2019-2020,2019,FA,0,F,9.3
L3 GE,Statistics,2019-2020,2019,FA,0,F,10.2
L3 GE,Statistics,2019-2020,2019,FA,0,M,11.7
L3 GE,Statistics,2019-2020,2019,FA,0,F,10.2
L3 GE,Statistics,2019-2020,2019,FA,0,M,8.7
L3 GE,Statistics,2019-2020,2019,FI,0,F,12.9
L3 GE,Statistics,2019-2020,2019,FI,0,F,20.0
L3 GE,Statistics,2019-2020,2019,FI,0,F,12.4
L3 GE,Statistics,2019-2020,2019,FI,0,F,7.6
L3 GE,Statistics,2019-2020,2019,FI,0,M,8.8
L3 GE,Statistics,2019-2020,2019,FI,0,F,17.0
L3 GE,Statistics,2019-2020,2019,FI,0,F,6.9
L3 GE,Statistics,2019-2020,2019,FI,0,F,14.3
L3 GE,Statistics,2019-2020,2019,FI,0,F,11.3
L3 GE,Statistics,2019-2020,2019,FI,0,F,20.0
L3 GE,Statistics,2019-2020,2019,FI,0,M,12.0
L3 GE,Statistics,2019-2020,2019,FI,0,M,11.1
L3 GE,Statistics,2019-2020,2019,FI,0,M,10.8
L3 GE,Statistics,2019-2020,2019,FI,0,F,18.7
L3 GE,Statistics,2019-2020,2019,FI,0,M,17.0
L3 GE,Statistics,2019-2020,2019,FI,0,M,15.8
L3 GE,Statistics,2019-2020,2019,FI,0,F,9.8
L3 GE,Statistics,2019-2020,2019,FI,0,M,12.2
L3 GE,Statistics,2019-2020,2019,FI,0,F,17.4
L3 GE,Statistics,2019-2020,2019,FI,0,F,7.4
L3 GE,Statistics,2019-2020,2019,FI,0,M,11.5
L3 GE,Statistics,2019-2020,2019,FI,0,F,10.6
L3 GE,Statistics,2019-2020,2019,FI,0,F,9.5
L3 GE,Statistics,2019-2020,2019,FI,0,F,17.7
L3 GE,Statistics,2019-2020,2019,FI,0,M,14.5
L3 GE,Statistics,2019-2020,2019,FI,0,F,19.0
L3 GE,Statistics,2019-2020,2019,FI,0,M,11.6
L3 GE,Statistics,2019-2020,2019,FI,0,F,19.4
L3 GE,Statistics,2019-2020,2019,FI,0,F,4.0
L3 GE,Statistics,2019-2020,2019,FI,0,F,18.7
L3 GE,Statistics,2019-2020,2019,FI,0,M,11.0
L3 GE,Statistics,2019-2020,2019,FI,0,F,14.4
L3 GE,Statistics,2019-2020,2019,FI,0,F,20.0
L3 GE,Statistics,2019-2020,2019,FI,0,M,8.3
L3 GE,Statistics,2019-2020,2019,FI,0,F,18.0
L3 GE,Statistics,2019-2020,2019,FI,0,M,11.8
L3 GE,Statistics,2019-2020,2019,FI,0,M,6.6
L3 GE,Statistics,2019-2020,2019,FI,0,F,12.4
L3 GE,Statistics,2019-2020,2019,FI,0,F,12.5
L3 GE,Statistics,2019-2020,2019,FI,0,F,11.8
L3 GE,Statistics,2019-2020,2019,FI,0,M,3.4
L3 GE,Statistics,2019-2020,2019,FI,0,F,18.7
L3 GE,Statistics,2019-2020,2019,FI,0,F,19.6
L3 GE,Statistics,2019-2020,2019,FI,0,F,13.7
L3 GE,Statistics,2019-2020,2019,FI,0,M,12.1
L3 GE,Statistics,2019-2020,2019,FI,0,M,11.6
L3 GE,Statistics,2019-2020,2019,FI,0,M,13.6
L3 GE,Statistics,2019-2020,2019,FI,0,M,16.6
L3 GE,Statistics,2019-2020,2019,FI,0,F,17.8
L3 GE,Statistics,2019-2020,2019,FI,0,F,20.0
L3 GE,Statistics,2019-2020,2019,FI,0,M,8.3
L3 GE,Statistics,2020-2021,2020,FI,0,M,0.5
L3 GE,Statistics,2020-2021,2020,FI,0,F,8.0
L3 GE,Statistics,2020-2021,2020,FI,0,F,13.5
L3 GE,Statistics,2020-2021,2020,FI,0,F,3.0
L3 GE,Statistics,2020-2021,2020,FI,0,F,14.0
L3 GE,Statistics,2020-2021,2020,FI,0,F,5.0
L3 GE,Statistics,2020-2021,2020,FI,0,F,12.5
L3 GE,Statistics,2020-2021,2020,FI,0,F,11.5
L3 GE,Statistics,2020-2021,2020,FI,0,F,7.5
L3 GE,Statistics,2020-2021,2020,FI,0,F,4.0
L3 GE,Statistics,2020-2021,2020,FI,0,M,11.0
L3 GE,Statistics,2020-2021,2020,FI,0,M,13.0
L3 GE,Statistics,2020-2021,2020,FI,0,F,3.5
L3 GE,Statistics,2020-2021,2020,FI,0,F,6.0
L3 GE,Statistics,2020-2021,2020,FI,0,F,8.0
L3 GE,Statistics,2020-2021,2020,FI,0,F,0.0
L3 GE,Statistics,2020-2021,2020,FI,0,F,4.0
L3 GE,Statistics,2020-2021,2020,FI,0,F,6.0
L3 GE,Statistics,2020-2021,2020,FI,0,M,9.0
L3 GE,Statistics,2020-2021,2020,FI,0,F,2.0
L3 GE,Statistics,2020-2021,2020,FI,0,F,0.5
L3 GE,Statistics,2020-2021,2020,FI,0,F,6.5
L3 GE,Statistics,2020-2021,2020,FI,0,M,3.0
L3 GE,Statistics,2020-2021,2020,FI,0,F,2.0
L3 GE,Statistics,2020-2021,2020,FI,0,F,5.0
L3 GE,Statistics,2020-2021,2020,FI,0,M,7.0
L3 GE,Statistics,2020-2021,2020,FI,0,F,5.5
L3 GE,Statistics,2020-2021,2020,FI,0,F,2.0
L3 GE,Statistics,2020-2021,2020,FI,0,M,1.0
L3 GE,Statistics,2020-2021,2020,FI,0,F,1.0
